name,frame,card_type,monster_type,level,attribute,cardmarket,tcgplayer,word_count
Raidraptor - Skull Eagle,effect,Effect Monster,Winged Beast,3,DARK,0.10,0.18,82
Raidraptor - Stranger Falcon,xyz,XYZ Monster,Winged Beast,5,DARK,0.39,0.42,105
Raidraptor - Strangle Lanius,effect,Effect Monster,Winged Beast,4,DARK,4.34,4.65,78
Raidraptor - Tribute Lanius,effect,Effect Monster,Winged Beast,4,DARK,3.08,2.94,85
Raidraptor - Ultimate Falcon,xyz,XYZ Monster,Winged Beast,10,DARK,0.31,0.26,90
Raidraptor - Vanishing Lanius,effect,Effect Monster,Winged Beast,4,DARK,0.12,0.34,31
Raidraptor - Wild Vulture,effect,Effect Monster,Winged Beast,6,DARK,0.08,0.09,34
Raidraptor - Wise Strix,link,Link Monster,Winged Beast,L2,DARK,0.51,0.87,83
Raijin the Breakbolt Star,fusion,Fusion Monster,Warrior,10,LIGHT,0.08,0.10,100
Raika no Daiouga,link,Link Monster,Insect,L5,EARTH,0.00,0.00,92
Raika no Kusarigami,link,Link Monster,Reptile,L4,FIRE,0.00,0.00,101
Raika no Marikoube,effect,Effect Monster,Plant,1,EARTH,0.00,0.00,105
Raika no Musha Dokuro,link,Link Monster,Plant,L2,FIRE,0.00,0.00,92
Raika no Oogaminushi,link,Link Monster,Insect,L3,WIND,0.00,0.00,96
Raika no Yahazu Kamikiri,effect,Effect Monster,Insect,3,LIGHT,0.00,0.00,99
Raika no Yoroi Tokage,effect,Effect Monster,Reptile,4,DARK,0.00,0.00,77
Rain Bozu,effect_pendulum,Pendulum Effect Monster,Fairy,7,LIGHT,0.03,0.03,115
Rainbow Dark Dragon,effect,Effect Monster,Dragon,10,DARK,0.04,0.07,55
Rainbow Dragon,effect,Effect Monster,Dragon,10,LIGHT,0.13,0.12,94
Rainbow Flower,effect,Effect Monster,Plant,2,EARTH,0.59,0.11,9
Rainbow Kuriboh,effect,Effect Monster,Fiend,1,LIGHT,0.23,0.78,68
Rainbow Marine Mermaid,normal,Normal Monster,Fish,5,WATER,0.00,0.00,21
Rainbow Neos,fusion,Fusion Monster,Warrior,10,LIGHT,0.38,0.13,99
Rainbow Overdragon,fusion,Fusion Monster,Dragon,12,LIGHT,0.11,0.13,84
Raiza the Mega Monarch,effect,Effect Monster,Winged Beast,8,WIND,0.45,0.31,77
Raiza the Storm Monarch,effect,Effect Monster,Winged Beast,6,WIND,0.67,0.50,21
Rallis the Star Bird,effect,Effect Monster,Winged Beast,3,WIND,0.11,0.20,58
RAM Clouder,effect,Effect Monster,Cyberse,4,LIGHT,0.06,0.09,28
Rampaging Rhynos,effect,Effect Monster,Beast-Warrior,3,EARTH,0.23,0.12,34
Rampaging Smashtank Rhynosaber,synchro,Synchro Monster,Machine,7,FIRE,0.06,0.05,74
Ranryu,effect,Effect Monster,Dragon,4,WIND,0.05,0.06,53
"Raphion, the Timelord",effect,Effect Monster,Fairy,10,WIND,1.61,1.83,83
Rapid Warrior,effect,Effect Monster,Warrior,4,WIND,0.21,0.26,33
Rapid-Fire Magician,effect,Effect Monster,Spellcaster,4,DARK,0.14,0.34,14
Rare Fish,fusion,Fusion Monster,Fish,4,WATER,0.25,0.23,4
Rare Metal Dragon,effect,Effect Monster,Dragon,4,DARK,0.13,0.30,8
Raremetalfoes Bismugear,effect_pendulum,Pendulum Effect Monster,Psychic,1,FIRE,0.05,0.11,78
Rasetsu,effect,Spirit Monster,Fairy,4,FIRE,0.15,0.21,71
Rasterliger,link,Link Monster,Cyberse,L4,LIGHT,0.14,0.19,60
Ravenous Crocodragon Archethys,synchro,Synchro Monster,Fish,9,WATER,0.18,0.28,70
"Raviel, Lord of Phantasms",effect,Effect Monster,Fiend,10,DARK,0.35,0.39,77
"Raviel, Lord of Phantasms - Shimmering Scraper",effect,Effect Monster,Fiend,10,DARK,0.33,0.29,95
Ray & Temperature,normal,Normal Monster,Fairy,3,LIGHT,0.77,0.06,18
Razor Lizard,effect,Effect Monster,Reptile,3,EARTH,0.12,0.17,31
Re-Cover,effect,Tuner Monster,Psychic,1,EARTH,0.04,0.06,50
Re: EX,effect,Effect Monster,Dinosaur,4,LIGHT,0.04,0.11,22
"Reactan, Dragon Ruler of Pebbles",effect,Effect Monster,Dragon,4,EARTH,0.24,0.56,42
Reactor Slime,effect,Effect Monster,Aqua,4,WATER,0.13,0.20,75
Reaper of Prophecy,effect,Effect Monster,Spellcaster,6,DARK,1.30,0.83,87
Reaper of the Cards,effect,Flip Effect Monster,Fiend,5,DARK,0.17,0.21,44
Reaper on the Nightmare,fusion,Fusion Monster,Zombie,5,DARK,9.55,8.76,73
Reborn Tengu,effect,Effect Monster,Beast-Warrior,4,WIND,0.43,0.69,15
Reborn Zombie,effect,Effect Monster,Zombie,4,DARK,0.09,0.13,21
Rebuildeer,effect,Effect Monster,Cyberse,4,WIND,0.03,0.04,26
"Recon, Scout Fur Hire",effect,Effect Monster,Beast,2,WIND,0.13,0.24,66
Recovery Sorcerer,link,Link Monster,Cyberse,L2,LIGHT,0.02,0.11,48
Red Archery Girl,normal,Normal Monster,Aqua,4,WATER,0.11,0.10,16
Red Blossoms from Underroot,effect,Effect Monster,Fiend,1,DARK,0.19,0.57,84
Red Dragon Archfiend,synchro,Synchro Monster,Dragon,8,DARK,0.43,0.45,63
Red Dragon Archfiend/Assault Mode,effect,Effect Monster,Dragon,10,DARK,0.16,0.14,49
Red Dragon Ninja,effect,Effect Monster,Winged Beast,6,FIRE,0.19,0.19,67
Red Duston,effect,Effect Monster,Fiend,1,FIRE,0.52,0.26,46
Red Familiar,effect,Effect Monster,Fiend,4,DARK,0.05,0.08,74
Red Gadget,effect,Effect Monster,Machine,4,EARTH,0.03,0.10,20
Red Gardna,effect,Effect Monster,Fiend,4,FIRE,0.09,0.20,44
Red Hared Hasty Horse,effect,Effect Monster,Beast,5,WIND,0.20,0.68,78
"Red Lotus King, Flame Crime",effect,Effect Monster,Fiend,3,FIRE,0.00,0.00,90
Red Mirror,effect,Effect Monster,Fiend,1,FIRE,0.07,0.18,81
Red Nova,effect,Tuner Monster,Fairy,1,FIRE,0.21,0.21,69
Red Nova Dragon,synchro,Synchro Monster,Dragon,12,DARK,0.16,0.13,62
Red Ogre,effect,Effect Monster,Zombie,7,EARTH,0.12,0.26,35
Red Potan,effect,Effect Monster,Fairy,1,FIRE,0.07,0.06,55
Red Resonator,effect,Tuner Monster,Fiend,2,FIRE,0.13,0.19,52
Red Rising Dragon,synchro,Synchro Monster,Dragon,6,DARK,0.26,0.45,80
Red Rose Dragon,effect,Tuner Monster,Dragon,3,DARK,0.52,0.39,79
Red Sparrow Summoner,effect,Effect Monster,Spellcaster,4,FIRE,0.12,0.17,37
Red Sprinter,effect,Effect Monster,Fiend,4,FIRE,0.07,0.11,42
Red Supernova Dragon,synchro,Synchro Monster,Dragon,12,DARK,0.31,0.26,86
Red Warg,effect,Effect Monster,Fiend,6,FIRE,0.10,0.12,21
Red Wyvern,synchro,Synchro Monster,Dragon,6,FIRE,0.18,0.33,61
Red-Eyes Alternative Black Dragon,effect,Effect Monster,Dragon,7,DARK,1.78,4.53,96
Red-Eyes Archfiend of Lightning,effect,Gemini Monster,Fiend,6,DARK,0.24,0.91,62
Red-Eyes Baby Dragon,effect,Effect Monster,Dragon,3,DARK,1.20,1.40,71
Red-Eyes Black Dragon,normal,Normal Monster,Dragon,7,DARK,0.18,0.31,7
Red-Eyes Black Dragon Sword,fusion,Fusion Monster,Dragon,7,DARK,0.19,0.32,50
Red-Eyes Black Flare Dragon,effect,Gemini Monster,Dragon,7,DARK,0.36,0.76,85
Red-Eyes Black Metal Dragon,effect,Effect Monster,Machine,8,DARK,0.17,0.43,20
Red-Eyes Black Meteor Dragon,effect,Effect Monster,Dragon,6,DARK,1.55,2.26,79
Red-Eyes Dark Dragoon,fusion,Fusion Monster,Spellcaster,8,DARK,19.62,23.15,115
Red-Eyes Darkness Dragon,effect,Effect Monster,Dragon,9,DARK,0.37,0.26,37
Red-Eyes Darkness Metal Dragon,effect,Effect Monster,Dragon,10,DARK,0.15,0.20,66
Red-Eyes Flare Metal Dragon,xyz,XYZ Monster,Dragon,7,DARK,0.55,0.23,68
Red-Eyes Retro Dragon,effect,Effect Monster,Dragon,4,DARK,0.11,0.30,96
Red-Eyes Slash Dragon,fusion,Fusion Monster,Dragon,7,DARK,7.20,11.30,106
Red-Eyes Soul,effect,Effect Monster,Dragon,7,DARK,0.20,0.34,99
Red-Eyes Toon Dragon,effect,Toon Monster,Dragon,7,DARK,5.26,2.31,47
Red-Eyes Wyvern,effect,Effect Monster,Dragon,4,WIND,0.30,0.63,34
Red-Eyes Zombie Dragon,effect,Effect Monster,Zombie,7,DARK,0.18,0.51,36
Red-Eyes Zombie Dragon Lord,synchro,Synchro Monster,Zombie,10,DARK,0.24,0.35,63
Red-Eyes Zombie Necro Dragon,synchro,Synchro Monster,Zombie,7,DARK,0.19,0.28,55
Red-Headed Oni,effect,Effect Monster,Zombie,4,DARK,0.08,0.10,60
"Redbeard, the Plunder Patroll Matey",effect,Effect Monster,Fiend,4,WATER,1.60,0.69,93
"Redox, Dragon Ruler of Boulders",effect,Effect Monster,Dragon,7,EARTH,1.28,2.29,107
Reed Butterfly,effect,Effect Monster,Insect,1,WIND,0.12,0.21,24
Reese the Ice Mistress,effect,Tuner Monster,Sea Serpent,2,WATER,0.09,0.29,14
Reeshaddoll Wendi,effect,Flip Effect Monster,Psychic,3,WIND,0.07,0.21,64
"Reeze, Whirlwind of Gusto",effect,Effect Monster,Psychic,5,WIND,0.40,0.32,36
Reflect Bounder,effect,Effect Monster,Machine,4,LIGHT,0.13,0.23,46
Reflection of Endymion,effect_pendulum,Pendulum Effect Monster,Spellcaster,7,LIGHT,0.25,0.48,154
Refrain the Melodious Songstress,normal_pendulum,Pendulum Normal Monster,Fairy,4,LIGHT,0.00,0.00,133
Regenerating Mummy,effect,Effect Monster,Zombie,4,DARK,0.09,0.16,22
Regenerating Rose,effect,Effect Monster,Plant,7,DARK,0.11,0.22,24
Regulus,effect,Effect Monster,Beast,4,LIGHT,0.11,0.23,18
"Reign-Beaux, Overking of Dark World",effect,Effect Monster,Fiend,8,DARK,0.43,0.32,95
"Reign-Beaux, Overlord of Dark World",effect,Effect Monster,Fiend,7,DARK,0.10,0.16,43
Reinforced Human Psychic Borg,effect,Effect Monster,Psychic,4,EARTH,0.57,0.78,23
Relinkuriboh,effect,Effect Monster,Fiend,1,DARK,0.24,0.42,25
Relinquished,ritual,Ritual Effect Monster,Spellcaster,1,DARK,0.12,0.31,73
Relinquished Anima,link,Link Monster,Spellcaster,L1,DARK,5.53,5.59,47
Relinquished Spider,effect,Effect Monster,Insect,2,EARTH,0.10,0.21,26
"Renge, Gatekeeper of Dark World",normal,Normal Monster,Fiend,4,DARK,0.04,0.05,29
Repaired Genex Controller,link,Link Monster,Machine,L1,DARK,0.00,0.00,95
Reprodocus,link,Link Monster,Dinosaur,L2,EARTH,0.20,0.40,61
Reptia Egg,effect,Effect Monster,Reptile,1,EARTH,0.10,0.11,75
Reptilianne Coatl,effect,Tuner Monster,Reptile,4,DARK,0.13,0.14,75
Reptilianne Echidna,link,Link Monster,Reptile,L2,DARK,0.30,0.31,96
Reptilianne Gardna,effect,Effect Monster,Reptile,4,WATER,0.10,0.34,22
Reptilianne Gorgon,effect,Effect Monster,Reptile,3,DARK,0.06,0.21,23
Reptilianne Hydra,synchro,Synchro Monster,Reptile,6,DARK,0.22,0.48,34
Reptilianne Lamia,effect,Tuner Monster,Reptile,2,DARK,0.10,0.13,91
Reptilianne Medusa,effect,Effect Monster,Reptile,6,DARK,0.09,0.32,32
Reptilianne Melusine,synchro,Synchro Monster,Reptile,8,DARK,0.27,0.26,87
Reptilianne Naga,effect,Effect Monster,Reptile,1,DARK,0.14,0.76,42
Reptilianne Nyami,effect,Effect Monster,Reptile,2,DARK,0.12,0.11,72
Reptilianne Scylla,effect,Effect Monster,Reptile,4,DARK,0.13,0.35,37
Reptilianne Servant,effect,Effect Monster,Reptile,1,DARK,0.07,0.17,46
Reptilianne Vaskii,effect,Effect Monster,Reptile,8,DARK,2.52,1.48,53
Reptilianne Viper,effect,Tuner Monster,Reptile,2,DARK,0.11,0.55,22
Rescue Cat,effect,Effect Monster,Beast,4,EARTH,1.90,1.10,45
Rescue Ferret,effect,Effect Monster,Beast,4,EARTH,0.16,0.18,59
Rescue Hamster,effect_pendulum,Pendulum Effect Monster,Beast,4,EARTH,0.43,0.29,118
Rescue Hedgehog,effect,Effect Monster,Beast,4,EARTH,0.00,0.00,57
Rescue Interlacer,effect,Effect Monster,Cyberse,3,LIGHT,0.04,0.07,65
Rescue Rabbit,effect,Effect Monster,Beast,4,EARTH,0.24,0.23,50
Rescue Warrior,effect,Effect Monster,Warrior,4,EARTH,0.05,0.21,32
Rescue-ACE Air Lifter,effect,Effect Monster,Warrior,4,FIRE,0.14,0.17,68
Rescue-ACE Fire Attacker,effect,Effect Monster,Machine,6,FIRE,0.13,0.15,70
Rescue-ACE Fire Engine,effect,Effect Monster,Machine,7,FIRE,0.20,0.29,75
Rescue-ACE Hydrant,effect,Effect Monster,Machine,1,FIRE,7.99,4.39,87
Rescue-ACE Impulse,effect,Effect Monster,Warrior,3,FIRE,2.00,2.85,79
Rescue-ACE Monitor,effect,Effect Monster,Warrior,4,FIRE,0.25,0.24,69
Rescue-ACE Preventer,effect,Effect Monster,Machine,8,FIRE,0.13,0.09,76
Rescue-ACE Turbulence,effect,Effect Monster,Machine,9,FIRE,0.14,0.18,79
Rescueroid,effect,Effect Monster,Machine,6,FIRE,0.06,0.09,24
Reshef the Dark Being,ritual,Ritual Effect Monster,Fiend,8,LIGHT,8.71,3.12,46
ReSolfachord Dreamia,effect_pendulum,Pendulum Effect Monster,Fairy,2,WIND,0.09,0.08,87
Resonance Insect,effect,Effect Monster,Insect,4,EARTH,0.12,0.15,47
Restoration Point Guard,link,Link Monster,Cyberse,L2,DARK,0.02,0.05,80
Ret-time Reviver Emit-ter,effect,Tuner Monster,Fairy,2,DARK,0.05,0.09,53
"Retaliating ""C""",effect,Effect Monster,Insect,4,EARTH,0.07,0.14,82
Return Zombie,effect,Effect Monster,Zombie,4,DARK,0.21,0.22,34
Revealer of the Ice Barrier,effect,Effect Monster,Spellcaster,4,WATER,0.50,1.95,94
Revendread Executor,ritual,Ritual Effect Monster,Zombie,8,DARK,0.16,0.18,90
Revendread Slayer,ritual,Ritual Effect Monster,Zombie,6,DARK,0.35,0.40,88
Reverse Buster,effect,Effect Monster,Fiend,4,LIGHT,0.11,0.15,49
Reverse Jar,effect,Flip Effect Monster,Rock,3,EARTH,0.02,0.04,62
Reversible Beetle,effect,Effect Monster,Insect,3,EARTH,0.05,0.06,47
Revival Golem,effect,Effect Monster,Rock,4,EARTH,3.33,0.72,46
Revival Jam,effect,Effect Monster,Aqua,4,WATER,0.17,0.24,31
Revival Rose,effect,Effect Monster,Plant,4,DARK,0.14,0.14,21
Revived King Ha Des,synchro,Synchro Monster,Zombie,6,DARK,1.53,0.83,23
Revolution Synchron,effect,Tuner Monster,Machine,3,EARTH,0.00,25.97,93
"Rex, Freight Fur Hire",effect,Effect Monster,Dinosaur,2,EARTH,0.18,0.14,80
Rhaimundos of the Red Sword,normal,Normal Monster,Warrior,4,EARTH,2.31,3.64,16
Rhinotaurus,effect,Effect Monster,Beast-Warrior,4,FIRE,0.07,0.05,31
Rider of the Storm Winds,effect,Tuner Monster,Dragon,1,LIGHT,0.05,0.12,53
Right Arm of the Forbidden One,normal,Normal Monster,Spellcaster,1,DARK,0.26,3.66,15
Right Leg of the Forbidden One,normal,Normal Monster,Spellcaster,1,DARK,0.32,3.65,15
Right-Hand Shark,effect,Effect Monster,Fish,4,WATER,0.23,0.18,85
Righty Driver,effect,Tuner Monster,Machine,1,EARTH,0.14,0.19,45
Rigorous Reaver,effect,Flip Effect Monster,Plant,3,FIRE,0.13,0.17,23
Rikka Petal,effect,Effect Monster,Plant,1,WATER,0.07,0.15,86
Rikka Princess,effect,Effect Monster,Plant,4,WATER,0.08,0.06,78
Rikka Queen Strenna,xyz,XYZ Monster,Plant,4,WATER,0.19,0.27,77
"Rilliona, the Magistus of Verre",effect,Effect Monster,Spellcaster,4,LIGHT,0.20,0.21,85
"Rilliona, the Wondrous Magistus Witch Wardrobe",xyz,XYZ Monster,Spellcaster,4,LIGHT,0.13,0.21,85
Rindbrumm the Striking Dragon,fusion,Fusion Monster,Winged Beast,8,DARK,10.07,7.69,90
"Ringowurm, the Dragon Guarding the Hundred Apples",effect,Tuner Monster,Dragon,2,LIGHT,4.16,5.84,78
"Rinyan, Lightsworn Rogue",effect,Flip Effect Monster,Beast,2,LIGHT,0.39,0.34,18
Risebell the Star Adjuster,effect,Effect Monster,Psychic,3,WIND,0.07,0.05,28
Risebell the Star Psycher,effect,Effect Monster,Psychic,4,WIND,0.14,0.18,21
Risebell the Summoner,normal_pendulum,Pendulum Normal Monster,Psychic,3,WIND,0.13,0.16,64
Ritual Beast Tamer Elder,effect,Effect Monster,Psychic,2,WIND,3.95,1.81,47
Ritual Beast Tamer Lara,effect,Effect Monster,Psychic,1,WIND,1.77,1.41,31
Ritual Beast Tamer Wen,effect,Effect Monster,Psychic,3,WIND,1.62,0.90,31
Ritual Beast Tamer Zeframpilica,effect_pendulum,Pendulum Effect Monster,Psychic,3,WIND,0.17,0.19,71
Ritual Beast Ulti-Apelio,fusion,Fusion Monster,Pyro,6,WIND,1.72,1.63,94
Ritual Beast Ulti-Cannahawk,fusion,Fusion Monster,Thunder,6,WIND,3.91,1.32,109
Ritual Beast Ulti-Gaiapelio,fusion,Fusion Monster,Psychic,10,LIGHT,6.44,13.26,86
Ritual Beast Ulti-Kimunfalcos,link,Link Monster,Psychic,L2,WIND,0.79,0.89,87
Ritual Beast Ulti-Nochiudrago,fusion,Fusion Monster,Wyrm,7,LIGHT,0.00,0.00,80
Ritual Beast Ulti-Pettlephin,fusion,Fusion Monster,Aqua,6,WIND,0.95,0.53,82
Ritual Beast Ulti-Reirautari,link,Link Monster,Psychic,L4,WIND,0.00,0.00,87
Ritual Raven,effect,Effect Monster,Fiend,1,DARK,0.09,0.23,18
Road Synchron,effect,Tuner Monster,Machine,4,LIGHT,0.14,0.34,46
Road Warrior,synchro,Synchro Monster,Warrior,8,LIGHT,0.21,0.52,27
Roaring Ocean Snake,fusion,Fusion Monster,Aqua,6,WATER,0.19,0.17,4
Robolady,normal,Normal Monster,Machine,3,EARTH,0.15,0.05,12
Robot Buster Destruction Sword,effect,Effect Monster,Machine,4,DARK,0.16,0.21,74
Robotic Knight,normal,Normal Monster,Machine,4,FIRE,0.19,0.23,19
Roboyarou,normal,Normal Monster,Machine,3,EARTH,0.13,0.30,12
Roc from the Valley of Haze,effect,Effect Monster,Winged Beast,6,WIND,0.05,0.09,21
Rock Band Xenoguitar,effect,Effect Monster,Rock,4,EARTH,0.13,0.05,73
Rock of the Vanquisher,link,Link Monster,Rock,L1,DARK,19.44,15.25,85
Rock Ogre Grotto #1,normal,Normal Monster,Rock,3,EARTH,0.46,0.10,13
Rock Ogre Grotto #2,normal,Normal Monster,Rock,3,EARTH,0.00,0.00,17
Rock Spirit,normal,Normal Monster,Spellcaster,5,EARTH,0.00,0.00,21
Rocket Arrow Express,effect,Effect Monster,Machine,10,EARTH,0.12,0.13,65
Rocket Hermos Cannon,fusion,Fusion Monster,Warrior,4,LIGHT,0.05,0.13,57
Rocket Jumper,effect,Effect Monster,Rock,3,EARTH,0.11,0.25,24
Rocket Warrior,effect,Effect Monster,Warrior,4,LIGHT,0.02,0.14,43
Rockstone Warrior,effect,Effect Monster,Rock,4,EARTH,0.13,0.20,41
Rodenut,effect,Effect Monster,Beast,1,EARTH,0.16,0.22,34
Rogue Doll,normal,Normal Monster,Spellcaster,4,LIGHT,0.07,0.10,16
Rogue of Endymion,effect,Effect Monster,Spellcaster,3,FIRE,0.07,0.06,71
Rokket Caliber,effect,Tuner Monster,Dragon,4,DARK,0.12,0.22,61
Rokket Coder,effect,Effect Monster,Cyberse,4,DARK,0.27,0.17,92
Rokket Recharger,effect,Effect Monster,Dragon,4,DARK,3.51,2.70,91
Rokket Synchron,effect,Tuner Monster,Dragon,1,DARK,0.07,0.24,54
Rokket Tracer,effect,Tuner Monster,Dragon,4,DARK,0.46,0.24,58
ROM Cloudia,effect,Effect Monster,Cyberse,4,DARK,0.10,0.19,50
Ronintoadin,effect,Effect Monster,Aqua,2,WATER,0.26,0.32,39
Rookie Warrior Lady,effect,Effect Monster,Warrior,3,EARTH,0.13,0.15,79
Root Water,normal,Normal Monster,Fish,3,WATER,0.48,0.05,19
"Rosaria, the Stately Fallen Angel",effect,Effect Monster,Plant,8,EARTH,0.67,0.39,53
Rose Archer,effect,Effect Monster,Warrior,3,EARTH,0.19,0.18,37
Rose Fairy,effect,Effect Monster,Plant,3,WIND,0.17,0.52,21
Rose Girl,effect,Tuner Monster,Plant,3,EARTH,0.10,0.13,64
Rose Lover,effect,Effect Monster,Plant,1,EARTH,0.07,0.07,42
Rose Paladin,effect,Effect Monster,Warrior,4,EARTH,0.11,0.18,70
Rose Papillon,effect,Effect Monster,Insect,3,WIND,0.06,0.05,43
Rose Princess,effect,Effect Monster,Plant,3,EARTH,0.26,0.26,54
Rose Shaman,effect,Effect Monster,Warrior,4,EARTH,0.10,0.11,70
Rose Spectre of Dunn,fusion,Fusion Monster,Plant,6,DARK,0.14,0.15,4
Rose Tentacles,effect,Effect Monster,Plant,6,EARTH,0.08,0.07,47
Rose Witch,effect,Effect Monster,Plant,4,EARTH,0.07,0.11,16
"Rose, Warrior of Revenge",effect,Tuner Monster,Warrior,4,FIRE,1.12,1.28,15
Roulette Barrel,effect,Effect Monster,Machine,4,LIGHT,1.07,0.43,27
Roxrose Dragon,effect,Tuner Monster,Dragon,3,DARK,0.24,0.27,75
Royal Firestorm Guards,effect,Effect Monster,Pyro,4,FIRE,0.05,0.21,23
Royal Guard,normal,Normal Monster,Machine,6,EARTH,0.00,0.00,7
Royal Keeper,effect,Effect Monster,Zombie,4,EARTH,0.12,0.18,38
Royal Knight,effect,Effect Monster,Fairy,3,LIGHT,0.08,0.07,25
Royal Knight of the Ice Barrier,effect,Effect Monster,Warrior,5,WATER,0.78,0.13,35
Royal Magical Library,effect,Effect Monster,Spellcaster,4,LIGHT,0.23,0.35,32
Royal Straight Slasher,effect,Effect Monster,Warrior,6,LIGHT,0.59,0.21,94
Royal Swamp Eel,effect,Tuner Monster,Fish,4,WATER,1.43,4.43,19
"Rubic, Malebranche of the Burning Abyss",effect,Tuner Monster,Fiend,3,DARK,0.34,0.58,64
Ruddy Rose Dragon,synchro,Synchro Monster,Dragon,10,FIRE,0.73,0.40,85
Ruddy Rose Witch,effect,Tuner Monster,Plant,1,LIGHT,0.14,0.20,103
Rude Kaiser,normal,Normal Monster,Beast-Warrior,5,EARTH,1.86,1.15,11
Ruffian Railcar,effect,Effect Monster,Machine,4,EARTH,0.21,0.19,68
"Ruin, Angel of Oblivion",ritual,Ritual Effect Monster,Fairy,4,LIGHT,0.10,0.22,85
"Ruin, Queen of Oblivion",ritual,Ritual Effect Monster,Fairy,8,LIGHT,0.62,0.38,36
"Ruin, Supreme Queen of Oblivion",ritual,Ritual Effect Monster,Fairy,10,LIGHT,0.29,0.22,91
Rune-Eyes Pendulum Dragon,fusion,Fusion Monster,Dragon,8,DARK,0.26,0.34,94
Rush Warrior,effect,Effect Monster,Warrior,2,WIND,0.14,0.07,76
"Ryko, Lightsworn Hunter",effect,Flip Effect Monster,Beast,2,LIGHT,0.35,0.71,26
"Ryko, Twilightsworn Fighter",effect,Effect Monster,Beast,2,DARK,0.32,0.29,48
Ryu Kokki,effect,Effect Monster,Zombie,6,DARK,0.12,0.09,19
Ryu Okami,effect,Effect Monster,Wyrm,8,LIGHT,0.06,0.06,19
Ryu Senshi,fusion,Fusion Monster,Warrior,6,EARTH,2.23,1.57,67
Ryu-Kishin,normal,Normal Monster,Fiend,3,DARK,0.23,0.83,13
Ryu-Kishin Clown,effect,Effect Monster,Fiend,2,DARK,0.08,0.18,23
Ryu-Kishin Powered,normal,Normal Monster,Fiend,4,DARK,0.07,0.12,16
Ryu-Ran,normal,Normal Monster,Dragon,7,FIRE,0.02,0.10,12
S-Force Dog Tag,effect,Effect Monster,Machine,5,LIGHT,0.13,0.08,64
S-Force Edge Razor,effect,Effect Monster,Cyberse,4,DARK,0.21,0.25,68
S-Force Gravitino,effect,Effect Monster,Psychic,5,LIGHT,0.50,0.25,57
S-Force Justify,link,Link Monster,Cyberse,L3,LIGHT,0.57,0.87,86
S-Force Lapcewell,effect,Effect Monster,Fiend,6,LIGHT,0.03,0.03,56
S-Force Nightchaser,link,Link Monster,Cyberse,L1,DARK,0.13,0.15,71
S-Force Orrafist,effect,Effect Monster,Cyberse,4,LIGHT,0.30,0.18,56
S-Force Pla-Tina,effect,Effect Monster,Spellcaster,6,DARK,0.62,0.62,53
S-Force Professor DiGamma,effect,Effect Monster,Psychic,3,DARK,0.17,0.06,54
S-Force Rappa Chiyomaru,effect,Effect Monster,Warrior,2,DARK,1.96,2.18,71
S-Force Retroactive,effect,Effect Monster,Warrior,1,LIGHT,0.04,0.08,94
S:P Little Knight,link,Link Monster,Warrior,L2,DARK,0.00,135.72,84
Saambell the Star Bonder,effect_pendulum,Pendulum Effect Monster,Spellcaster,3,WIND,0.03,0.07,108
Saambell the Summoner,effect,Effect Monster,Spellcaster,2,WIND,0.11,0.19,35
Saber Beetle,effect,Effect Monster,Insect,6,EARTH,0.08,0.12,30
Saber Shark,effect,Effect Monster,Fish,4,WATER,0.05,0.06,55
Sabersaurus,normal,Normal Monster,Dinosaur,4,EARTH,0.06,0.13,20
Sacred Arch-Airknight Parshath,effect,Effect Monster,Fairy,9,LIGHT,0.21,0.30,94
Sacred Crane,effect,Effect Monster,Winged Beast,4,LIGHT,0.32,0.14,9
Sacred Fire King Garunix,effect,Effect Monster,Winged Beast,8,FIRE,0.77,0.96,106
Sacred Noble Knight of King Artorigus,xyz,XYZ Monster,Warrior,5,LIGHT,2.58,2.13,87
Sacred Noble Knight of King Custennin,xyz,XYZ Monster,Warrior,4,LIGHT,0.14,0.23,102
Sacred Phoenix of Nephthys,effect,Effect Monster,Winged Beast,8,FIRE,0.12,0.17,40
Sacred Spirit of the Ice Barrier,effect,Spirit Monster,Zombie,4,WATER,0.10,0.08,55
"Sacred Tree Beast, Hyperyton",xyz,XYZ Monster,Plant,9,EARTH,0.07,0.12,97
"Sadion, the Timelord",effect,Effect Monster,Fairy,10,WIND,0.46,0.23,73
"Saffira, Dragon Deity of the Voiceless Voice",ritual,Ritual Effect Monster,Dragon,7,LIGHT,0.00,0.00,99
"Saffira, Queen of Dragons",ritual,Ritual Effect Monster,Dragon,6,LIGHT,6.12,4.89,99
"Saffira, the Wise Voiceless Voice Queen",effect,Effect Monster,Dragon,6,LIGHT,0.00,0.00,92
Sage of Benevolence - Ciela,effect,Effect Monster,Machine,6,WATER,0.13,0.09,97
Sage of Silence,effect,Effect Monster,Spellcaster,4,LIGHT,0.22,0.31,19
Sage of Stillness,effect,Effect Monster,Spellcaster,4,LIGHT,0.08,0.13,19
Sage of Strength - Akash,effect,Effect Monster,Machine,5,FIRE,0.14,0.09,90
Sage of Wisdom - Himmel,effect,Effect Monster,Machine,5,EARTH,0.14,0.08,95
Sage with Eyes of Blue,effect,Tuner Monster,Spellcaster,1,LIGHT,8.01,5.90,70
Saggi the Dark Clown,normal,Normal Monster,Spellcaster,3,DARK,0.12,0.18,14
"Sagitta, Maverick Fur Hire",effect,Effect Monster,Winged Beast,5,WIND,0.16,0.24,59
