name,frame,card_type,sub_type,cardmarket,tcgplayer,word_count,adds,banishes,negates,field_wipe,searches,recovers,leave_field_trigger,send_trigger,OPT,release
Wild Tornado,trap,Trap Card,Normal,0.06,0.20,45,False,False,False,False,False,False,False,True,False,2010-03-20
Will of the Salamangreat,spell,Spell Card,Continuous,0.03,0.09,87,False,False,False,False,False,False,False,True,False,2018-07-14
Wilmee,normal,Normal Monster,Beast,29.35,11.49,11,False,False,False,False,False,False,False,False,False,1999-05-25
Wind Effigy,effect,Effect Monster,Winged Beast,0.06,0.09,17,False,False,False,False,False,False,False,False,False,2007-11-23
Wind Pegasus @Ignister,synchro,Synchro Monster,Cyberse,0.20,0.16,81,False,True,False,False,False,False,False,False,True,2019-10-12
Wind-Up Arsenal Zenmaioh,xyz,XYZ Monster,Machine,0.06,0.06,26,False,False,False,False,False,False,False,False,True,2011-11-26
Wind-Up Bat,effect,Effect Monster,Machine,0.08,0.11,43,True,False,False,False,False,False,False,False,False,2011-07-16
Wind-Up Carrier Zenmaity,xyz,XYZ Monster,Machine,0.38,2.71,65,False,False,False,False,False,False,False,True,True,2011-11-19
Wind-Up Dog,effect,Effect Monster,Beast,0.08,0.16,35,False,False,False,False,False,False,False,False,False,2011-04-16
Wind-Up Factory,spell,Spell Card,Continuous,0.54,1.02,33,True,False,False,False,False,False,False,False,True,2011-04-16
Wind-Up Honeybee,effect,Effect Monster,Insect,0.13,0.14,26,False,False,False,False,False,False,False,True,False,2011-11-19
Wind-Up Hunter,effect,Effect Monster,Beast-Warrior,1.72,0.81,36,False,False,False,False,False,False,False,True,False,2011-07-16
Wind-Up Juggler,effect,Effect Monster,Psychic,0.45,0.16,31,False,False,False,False,False,False,False,False,False,2011-04-16
Wind-Up Kitten,effect,Effect Monster,Beast,0.93,0.35,29,False,False,False,False,False,False,False,False,False,2011-07-16
Wind-Up Knight,effect,Effect Monster,Warrior,0.06,0.18,32,False,False,True,False,False,False,False,False,False,2011-07-16
Wind-Up Magician,effect,Effect Monster,Spellcaster,0.34,0.60,45,False,False,False,False,False,False,False,False,False,2011-04-16
Wind-Up Rabbit,effect,Effect Monster,Beast-Warrior,0.15,0.16,32,False,True,False,False,False,False,False,False,False,2012-10-13
Wind-Up Rat,effect,Effect Monster,Beast,3.86,3.30,49,False,False,False,False,False,False,False,False,False,2011-11-19
Wind-Up Shark,effect,Effect Monster,Fish,0.30,0.33,56,False,False,False,False,False,False,False,False,True,2012-10-13
Wind-Up Snail,effect,Effect Monster,Aqua,0.12,0.21,34,False,False,False,False,False,False,False,False,False,2011-04-16
Wind-Up Soldier,effect,Effect Monster,Warrior,0.06,0.17,35,False,False,False,False,False,False,False,False,False,2011-04-16
Wind-Up Warrior,effect,Effect Monster,Warrior,0.09,0.13,38,False,False,False,False,False,False,False,False,False,2011-07-16
Wind-Up Zenmaines,xyz,XYZ Monster,Machine,0.43,0.33,46,False,False,False,False,False,False,False,False,True,2012-01-07
Wind-Up Zenmaintenance,link,Link Monster,Machine,0.14,0.16,91,True,True,False,False,False,False,False,True,True,2018-01-13
Wind-Up Zenmaister,xyz,XYZ Monster,Machine,0.61,0.16,61,False,False,False,False,False,False,False,False,True,2011-04-16
"Winda, Priestess of Gusto",effect,Effect Monster,Psychic,0.19,0.70,28,False,False,False,False,False,False,False,True,False,2010-08-03
"Windaar, Sage of Gusto",effect,Effect Monster,Psychic,0.17,0.23,35,False,False,False,False,False,False,False,True,False,2010-08-03
Windmill Genex,synchro,Synchro Monster,Machine,0.41,0.24,45,False,False,False,False,False,False,False,True,False,2008-12-04
Windrose the Elemental Lord,effect,Effect Monster,Winged Beast,0.10,0.16,63,False,False,False,False,False,True,True,False,True,2013-02-16
Winds Over the Ice Barrier,spell,Spell Card,Normal,0.43,0.32,84,True,True,False,False,False,True,False,True,True,2020-11-21
Windstorm of Etaqua,trap,Trap Card,Normal,0.02,0.18,11,False,False,False,False,False,False,False,False,False,2000-12-07
Windwitch - Blizzard Bell,effect,Tuner Monster,Spellcaster,0.04,0.07,73,False,False,False,False,False,False,False,True,True,2020-10-31
Windwitch - Crystal Bell,fusion,Fusion Monster,Spellcaster,0.18,0.23,96,False,False,False,False,False,False,False,True,True,2016-10-08
Windwitch - Diamond Bell,synchro,Synchro Monster,Spellcaster,0.02,0.10,92,False,False,False,False,False,True,False,False,True,2020-10-31
Windwitch - Freeze Bell,effect,Effect Monster,Spellcaster,0.07,0.08,66,False,False,False,False,False,False,False,False,True,2020-10-31
Windwitch - Glass Bell,effect,Tuner Monster,Spellcaster,1.50,0.85,54,True,False,False,False,False,False,False,False,True,2016-11-26
Windwitch - Ice Bell,effect,Effect Monster,Spellcaster,0.21,0.32,82,False,False,False,False,False,False,False,False,True,2016-10-08
Windwitch - Snow Bell,effect,Tuner Monster,Spellcaster,0.77,1.04,42,False,False,False,False,False,False,False,False,False,2016-10-08
Windwitch - Winter Bell,synchro,Synchro Monster,Spellcaster,0.25,0.41,79,False,False,False,False,False,True,False,False,True,2016-10-08
Windwitch Chimes,spell,Spell Card,Normal,0.09,0.06,44,False,False,False,False,False,False,False,False,False,2020-10-31
Wing Eagle,normal,Normal Monster,Winged Beast,0.00,0.00,8,False,False,False,False,False,False,False,False,False,1999-10-17
Wing Egg Elf,normal,Normal Monster,Fairy,0.00,0.00,15,False,False,False,False,False,False,False,False,False,1999-09-23
Wing Requital,spell,Spell Card,Normal,0.52,0.46,35,False,False,False,False,False,False,False,False,False,2021-06-26
Winged Cleaver,normal,Normal Monster,Insect,0.16,0.19,10,False,False,False,False,False,False,False,False,False,1999-02-04
"Winged Dragon, Guardian of the Fortress #1",normal,Normal Monster,Dragon,0.08,0.08,19,False,False,False,False,False,False,False,False,False,1999-07-22
"Winged Dragon, Guardian of the Fortress #2",normal,Normal Monster,Winged Beast,5.40,12.26,8,False,False,False,False,False,False,False,False,False,1999-05-25
Winged Egg of New Life,normal,Normal Monster,Fairy,0.00,0.00,12,False,False,False,False,False,False,False,False,False,1999-08-26
Winged Kuriboh,effect,Effect Monster,Fairy,0.07,0.14,24,False,False,False,False,False,False,False,True,False,2005-02-24
Winged Kuriboh LV10,effect,Effect Monster,Fairy,0.31,1.46,54,False,False,False,False,False,False,False,False,False,2005-05-26
Winged Kuriboh LV6,effect,Effect Monster,Fairy,0.00,0.00,99,False,True,False,False,False,False,False,False,True,2023-12-23
Winged Kuriboh LV9,effect,Effect Monster,Fairy,0.77,0.48,61,False,True,False,False,False,False,False,True,False,2008-05-02
Winged Minion,effect,Effect Monster,Fiend,0.02,0.10,32,False,False,False,False,False,False,False,False,False,2001-09-20
Winged Rhynos,effect,Effect Monster,Beast-Warrior,0.08,0.09,27,False,False,False,False,False,False,False,False,False,2006-11-30
Winged Sage Falcos,effect,Effect Monster,Winged Beast,0.15,0.21,28,False,False,False,False,False,False,False,True,False,2002-05-16
Wings of Light,spell,Spell Card,Quick-Play,0.25,0.21,44,True,False,False,False,False,False,False,False,False,2023-07-22
Wings of Wicked Flame,normal,Normal Monster,Pyro,11.11,38.59,10,False,False,False,False,False,False,False,False,False,1999-03-01
Wingtortoise,effect,Effect Monster,Aqua,0.19,0.20,38,False,True,False,False,False,False,False,False,False,2011-04-16
Wingweaver,normal,Normal Monster,Fairy,0.17,0.01,9,False,False,False,False,False,False,False,False,False,2000-12-14
Wiretap,trap,Trap Card,Counter,0.12,0.21,19,False,False,True,False,False,False,False,False,False,2014-05-17
Wisdom-Eye Magician,effect_pendulum,Pendulum Effect Monster,Spellcaster,0.31,0.31,83,False,False,False,False,False,False,False,False,False,2015-04-21
Wiseman's Chalice,spell,Spell Card,Normal,0.51,0.37,51,False,False,False,False,False,False,False,False,False,2010-04-17
Wish Dragon,effect,Effect Monster,Dragon,0.13,0.12,49,False,False,False,False,False,False,False,False,True,2022-09-21
Witch Doctor of Chaos,effect,Flip Effect Monster,Spellcaster,0.19,0.05,15,False,False,False,False,False,False,False,False,False,2003-04-24
Witch Doctor of Sparta,effect,Effect Monster,Spellcaster,0.13,0.18,17,False,False,False,False,False,False,False,False,False,2007-07-21
Witch of the Black Forest,effect,Effect Monster,Spellcaster,0.07,0.15,59,True,False,False,False,False,False,False,True,True,1999-11-18
Witch of the Black Rose,effect,Tuner Monster,Spellcaster,0.13,0.24,38,False,False,False,False,False,False,False,True,False,2009-11-14
Witch's Apprentice,effect,Effect Monster,Spellcaster,0.41,0.20,31,False,False,False,False,False,False,False,False,False,1999-11-18
Witch's Strike,trap,Trap Card,Normal,3.04,3.96,30,False,False,True,False,False,False,False,False,False,2018-10-13
Witchcrafter Bystreet,spell,Spell Card,Continuous,0.29,0.73,96,False,False,False,False,False,True,False,True,False,2019-02-23
Witchcrafter Collaboration,spell,Spell Card,Normal,0.16,0.54,77,True,False,False,False,False,True,False,False,False,2019-02-23
Witchcrafter Confusion Confession,spell,Spell Card,Normal,0.20,0.21,63,True,False,False,False,False,True,False,False,False,2021-12-25
Witchcrafter Creation,spell,Spell Card,Normal,0.16,0.15,50,True,False,False,False,False,True,False,False,False,2019-02-23
Witchcrafter Draping,spell,Spell Card,Quick-Play,0.05,0.24,61,True,False,False,False,False,True,False,False,False,2019-02-23
Witchcrafter Edel,effect,Effect Monster,Spellcaster,0.62,0.62,49,False,False,False,False,False,True,False,False,True,2019-02-23
Witchcrafter Genni,effect,Effect Monster,Spellcaster,0.07,0.05,61,False,True,False,False,False,True,False,False,True,2019-10-12
Witchcrafter Golem Aruru,effect,Effect Monster,Spellcaster,0.13,0.29,83,False,False,False,False,False,True,False,False,True,2019-04-13
Witchcrafter Haine,effect,Effect Monster,Spellcaster,0.16,0.16,41,False,False,False,False,False,False,False,False,True,2019-02-23
Witchcrafter Holiday,spell,Spell Card,Normal,2.03,2.02,50,True,False,False,False,False,True,False,False,False,2019-02-23
Witchcrafter Madame Verre,effect,Effect Monster,Spellcaster,0.08,0.40,83,False,False,True,False,False,False,False,False,True,2019-02-23
Witchcrafter Masterpiece,trap,Trap Card,Normal,0.18,0.25,84,True,True,False,False,False,True,False,True,True,2019-02-23
Witchcrafter Patronus,trap,Trap Card,Continuous,0.19,0.10,82,True,True,False,False,False,True,False,True,True,2020-01-11
Witchcrafter Pittore,effect,Effect Monster,Spellcaster,1.59,1.27,69,False,True,False,False,False,True,False,True,True,2019-02-23
Witchcrafter Potterie,effect,Effect Monster,Spellcaster,0.11,0.28,67,True,True,False,False,False,True,False,False,True,2019-02-23
Witchcrafter Schmietta,effect,Effect Monster,Spellcaster,0.61,0.48,59,False,True,False,False,False,True,False,True,True,2019-02-23
Witchcrafter Scroll,spell,Spell Card,Continuous,0.25,0.23,91,False,False,False,False,False,True,False,True,True,2019-02-23
Witchcrafter Unveiling,spell,Spell Card,Quick-Play,0.24,0.16,75,True,False,False,False,False,True,False,False,False,2020-01-11
Witchcrafter Vice-Madame,fusion,Fusion Monster,Spellcaster,0.22,0.41,76,True,False,False,False,False,True,False,False,True,2021-12-25
Witty Phantom,normal,Normal Monster,Fiend,0.19,0.06,11,False,False,False,False,False,False,False,False,False,1999-05-27
"Wiz, Sage Fur Hire",effect,Effect Monster,Spellcaster,0.19,0.50,62,False,False,True,False,False,False,False,False,True,2018-02-24
Wizard Buster Destruction Sword,effect,Effect Monster,Spellcaster,0.20,0.28,68,True,False,False,False,False,False,False,True,False,2015-10-17
Wodan the Resident of the Forest,effect,Effect Monster,Warrior,0.84,3.36,17,False,False,False,False,False,False,False,False,False,1999-07-05
Wolf,normal,Normal Monster,Beast,1.77,2.19,18,False,False,False,False,False,False,False,False,False,1999-10-17
Wolf Axwielder,normal,Normal Monster,Beast-Warrior,0.14,0.26,12,False,False,False,False,False,False,False,False,False,2001-11-29
Wolf in Sheep's Clothing,trap,Trap Card,Normal,0.15,0.12,37,False,False,False,False,False,False,False,False,False,2009-07-18
"Wollow, Founder of the Drudge Dragons",xyz,XYZ Monster,Zombie,0.05,0.07,94,False,False,False,False,False,False,False,False,True,2022-07-16
Wonder Balloons,spell,Spell Card,Continuous,0.04,0.08,45,False,False,False,False,False,False,False,True,True,2014-07-19
Wonder Clover,spell,Spell Card,Normal,0.13,0.15,37,False,False,False,False,False,False,False,True,False,2009-02-14
Wonder Garage,trap,Trap Card,Normal,0.05,0.08,26,False,False,False,False,False,False,False,True,False,2006-05-18
Wonder Wand,spell,Spell Card,Equip,0.12,0.30,29,False,False,False,False,False,False,False,True,False,2011-04-16
Wonder Xyz,trap,Trap Card,Normal,0.04,0.19,16,False,False,False,False,False,False,False,False,False,2016-01-09
Wood Clown,normal,Normal Monster,Warrior,0.00,0.00,10,False,False,False,False,False,False,False,False,False,1999-05-25
Wood Remains,normal,Normal Monster,Zombie,0.00,0.00,11,False,False,False,False,False,False,False,False,False,1999-03-27
Woodborg Inpachi,normal,Normal Monster,Machine,0.05,0.05,25,False,False,False,False,False,False,False,False,False,2004-08-05
Woodland Archer,effect,Effect Monster,Beast-Warrior,0.06,0.18,41,True,False,False,False,False,False,False,False,False,2009-07-18
Woodland Sprite,effect,Effect Monster,Plant,0.14,0.25,21,False,False,False,False,False,False,False,True,False,2001-11-29
World Carrotweight Champion,effect,Effect Monster,Plant,0.09,0.27,45,False,False,False,False,False,False,False,True,True,2015-09-19
World Chalice Guardragon,effect,Effect Monster,Dragon,0.12,0.23,80,False,True,True,False,False,True,False,True,True,2017-04-15
World Chalice Guardragon Almarduke,fusion,Fusion Monster,Dragon,0.18,0.21,92,False,True,False,False,False,False,False,False,False,2019-01-12
World Dino Wrestling,spell,Spell Card,Field,0.07,0.15,72,False,True,False,False,False,False,False,False,True,2018-07-14
World Gears of Theurlogical Demiurgy,link,Link Monster,Cyberse,0.43,0.77,104,False,False,False,False,False,False,False,False,True,2019-01-12
"World Legacy - ""World Ark""",effect,Effect Monster,Machine,0.11,0.17,115,False,False,False,False,False,True,False,True,True,2018-10-13
"World Legacy - ""World Armor""",effect,Effect Monster,Machine,0.25,0.51,87,True,False,False,False,False,False,False,False,True,2017-07-08
"World Legacy - ""World Chalice""",effect,Effect Monster,Machine,0.34,0.27,105,True,True,False,False,False,True,True,True,True,2017-04-15
"World Legacy - ""World Crown""",effect,Effect Monster,Machine,0.26,0.27,103,True,False,True,False,False,False,False,False,True,2018-04-14
"World Legacy - ""World Key""",effect,Effect Monster,Machine,0.14,0.07,73,True,False,False,False,False,False,False,False,True,2019-07-13
"World Legacy - ""World Lance""",effect,Effect Monster,Machine,0.03,0.03,85,False,False,False,False,False,False,False,False,True,2018-01-13
"World Legacy - ""World Shield""",effect,Effect Monster,Machine,0.06,0.11,86,False,False,False,False,False,True,False,False,True,2017-10-14
"World Legacy - ""World Wand""",effect,Effect Monster,Machine,0.12,0.28,91,False,True,False,False,False,True,False,True,True,2018-07-14
World Legacy Awakens,trap,Trap Card,Normal,0.12,0.14,26,False,False,False,False,False,False,False,False,False,2018-01-13
World Legacy Bestowal,trap,Trap Card,Normal,0.16,0.07,46,True,True,False,False,False,True,False,True,False,2019-04-13
World Legacy Clash,spell,Spell Card,Quick-Play,0.08,0.14,31,False,True,False,False,False,False,False,False,False,2017-07-08
World Legacy Cliffhanger,trap,Trap Card,Normal,0.05,0.04,37,False,False,False,False,False,False,False,False,False,2019-01-12
World Legacy Collapse,trap,Trap Card,Continuous,0.17,0.07,90,False,True,False,False,False,True,True,False,True,2019-01-12
World Legacy Discovery,spell,Spell Card,Field,0.09,0.08,51,False,False,False,False,False,True,True,False,True,2017-04-15
World Legacy Guardragon,spell,Spell Card,Continuous,0.26,0.32,60,True,False,False,False,False,True,False,False,True,2018-10-13
World Legacy Guardragon Mardark,effect,Effect Monster,Dragon,0.10,0.08,87,True,True,False,False,False,True,False,False,True,2019-01-12
World Legacy in Shadow,spell,Spell Card,Field,0.16,0.72,53,False,False,False,False,False,False,False,True,True,2017-07-08
World Legacy Key,spell,Spell Card,Continuous,0.24,0.66,40,True,True,True,False,False,False,False,False,False,2017-10-14
World Legacy Landmark,trap,Trap Card,Normal,0.06,0.06,29,False,True,False,False,False,True,False,False,False,2017-04-15
World Legacy Monstrosity,spell,Spell Card,Quick-Play,0.95,1.77,74,False,False,False,False,False,False,False,False,False,2019-01-12
World Legacy Pawns,trap,Trap Card,Continuous,0.12,0.32,58,False,False,False,False,False,True,False,False,False,2017-07-08
World Legacy Scars,spell,Spell Card,Field,0.31,0.19,54,False,True,False,False,False,True,False,True,True,2017-10-14
World Legacy Struggle,trap,Trap Card,Normal,0.09,0.12,17,False,False,False,False,False,False,False,False,False,2018-01-13
World Legacy Succession,spell,Spell Card,Normal,2.89,5.59,27,False,False,False,False,False,True,False,False,False,2018-01-13
World Legacy Survivor,spell,Spell Card,Normal,0.23,0.04,72,True,False,False,False,False,False,False,True,False,2018-04-14
World Legacy Token,token,Token,Machine,1.06,1.94,19,False,False,False,False,False,False,False,False,False,2020-10-01
World Legacy Trap Globe,trap,Trap Card,Normal,0.19,0.15,46,False,True,False,False,False,False,False,False,False,2017-07-08
World Legacy Whispers,trap,Trap Card,Continuous,0.20,1.08,44,False,False,True,False,False,False,False,False,False,2017-10-14
World Legacy's Corruption,spell,Spell Card,Continuous,0.08,0.08,48,False,False,False,False,False,False,True,False,True,2018-01-13
World Legacy's Heart,spell,Spell Card,Normal,0.03,0.05,45,True,True,False,False,False,True,False,False,False,2017-04-15
World Legacy's Memory,spell,Spell Card,Quick-Play,0.16,0.22,51,False,False,False,False,False,False,False,False,False,2018-04-14
World Legacy's Mind Meld,trap,Trap Card,Normal,0.09,0.13,82,False,True,False,False,False,True,False,False,False,2018-04-14
World Legacy's Nightmare,spell,Spell Card,Field,0.03,0.05,48,False,False,False,False,False,False,False,False,True,2018-01-13
World Legacy's Secret,trap,Trap Card,Continuous,1.81,1.33,46,False,False,True,False,False,True,True,False,False,2017-10-14
World Legacy's Sorrow,trap,Trap Card,Counter,0.18,0.22,36,False,False,True,False,False,False,False,False,False,2018-01-13
World of Prophecy,effect,Effect Monster,Spellcaster,1.33,0.48,77,True,False,False,False,False,False,False,False,False,2013-04-20
World Reassembly,trap,Trap Card,Normal,0.07,0.08,31,False,False,False,False,False,False,False,False,False,2019-07-13
World Soul - Carbon,effect,Effect Monster,Fairy,0.08,0.08,74,True,False,False,False,False,True,False,True,False,2021-01-16
World Suppression,trap,Trap Card,Normal,0.14,0.05,25,False,False,True,False,False,False,False,False,False,2000-09-28
Worldsea Dragon Zealantis,link,Link Monster,Sea Serpent,0.58,1.18,86,False,True,False,False,False,False,False,False,True,2022-07-16
Worm Apocalypse,effect,Flip Effect Monster,Reptile,0.09,0.14,11,False,False,False,False,False,False,False,False,False,2008-04-12
Worm Bait,spell,Spell Card,Normal,0.05,0.60,33,False,False,False,False,False,False,False,False,False,2009-09-17
Worm Barses,effect,Effect Monster,Reptile,0.10,0.10,18,False,False,False,False,False,False,False,False,False,2008-04-12
Worm Call,spell,Spell Card,Continuous,0.13,0.13,29,False,False,False,False,False,False,False,False,True,2010-02-20
Worm Cartaros,effect,Flip Effect Monster,Reptile,0.12,0.18,16,True,False,False,False,False,False,False,False,False,2008-04-12
Worm Dimikles,effect,Flip Effect Monster,Reptile,0.11,0.13,8,False,False,False,False,False,False,False,False,False,2008-04-12
Worm Drake,normal,Normal Monster,Reptile,0.11,0.10,12,False,False,False,False,False,False,False,False,False,2001-04-19
Worm Erokin,effect,Effect Monster,Reptile,0.31,0.24,25,False,False,False,False,False,False,False,False,True,2008-04-12
Worm Falco,effect,Flip Effect Monster,Reptile,0.19,0.20,16,False,False,False,False,False,False,False,False,False,2008-06-24
Worm Gulse,effect,Effect Monster,Reptile,0.14,0.21,28,False,False,False,False,False,False,False,False,False,2008-06-24
Worm Hope,effect,Flip Effect Monster,Reptile,0.18,0.25,35,False,False,False,False,False,False,False,True,False,2008-06-24
Worm Illidan,effect,Effect Monster,Reptile,0.11,0.13,38,False,False,False,False,False,False,False,False,False,2008-06-24
Worm Jetelikpse,effect,Flip Effect Monster,Reptile,0.07,0.16,23,False,False,False,False,False,False,False,True,False,2008-06-24
Worm King,effect,Effect Monster,Reptile,0.73,0.50,33,False,False,False,False,False,False,False,False,False,2008-06-24
Worm Linx,effect,Flip Effect Monster,Reptile,0.19,0.28,13,False,False,False,False,False,False,False,False,False,2008-09-22
Worm Millidith,effect,Flip Effect Monster,Reptile,0.21,0.18,30,False,False,False,False,False,False,False,False,False,2008-09-22
Worm Noble,effect,Flip Effect Monster,Reptile,0.24,0.20,24,False,False,False,False,False,False,False,False,False,2008-09-22
Worm Opera,effect,Flip Effect Monster,Reptile,0.25,0.17,14,False,False,False,False,False,False,False,False,False,2008-12-04
Worm Prince,effect,Effect Monster,Reptile,0.21,0.19,38,True,False,False,False,False,False,False,False,False,2008-12-04
Worm Queen,effect,Effect Monster,Reptile,0.73,0.30,47,False,False,False,False,False,False,False,False,True,2008-12-04
Worm Rakuyeh,effect,Effect Monster,Reptile,0.10,0.17,31,False,False,False,False,False,False,False,False,False,2008-12-04
Worm Solid,effect,Effect Monster,Reptile,0.26,0.23,42,False,False,False,False,False,False,False,False,False,2009-04-14
Worm Tentacles,effect,Effect Monster,Reptile,0.20,0.29,27,False,False,False,False,False,False,False,False,True,2009-04-14
Worm Ugly,effect,Effect Monster,Reptile,0.17,0.18,32,False,False,False,False,False,False,False,False,False,2009-04-14
Worm Victory,effect,Flip Effect Monster,Reptile,0.50,0.34,25,False,False,False,False,False,False,False,False,False,2009-04-14
Worm Warlord,effect,Effect Monster,Reptile,0.31,0.20,35,False,False,True,False,False,False,False,False,False,2009-07-01
Worm Xex,effect,Effect Monster,Reptile,0.24,0.35,33,False,False,False,False,False,False,False,True,False,2009-07-01
Worm Yagan,effect,Effect Monster,Reptile,0.27,0.44,56,False,False,False,False,False,False,False,False,False,2009-07-01
Worm Zero,fusion,Fusion Monster,Reptile,0.42,0.49,85,False,False,False,False,False,False,False,True,True,2009-07-01
Wow Warrior,normal,Normal Monster,Fish,1.47,3.16,10,False,False,False,False,False,False,False,False,False,1999-05-25
Wrath of Neos,spell,Spell Card,Normal,0.88,0.19,20,False,False,False,False,False,False,False,False,False,2008-04-12
Wrecker Panda,effect,Effect Monster,Beast,0.07,0.14,85,True,False,False,False,False,False,False,True,True,2016-04-09
Wretched Ghost of the Attic,normal,Normal Monster,Fiend,1.85,6.58,10,False,False,False,False,False,False,False,False,False,1999-05-27
Wroughtweiler,effect,Effect Monster,Machine,0.09,0.15,30,True,False,False,False,False,False,False,True,False,2005-05-26
"Wulf, Lightsworn Beast",effect,Effect Monster,Beast-Warrior,1.84,1.58,26,False,False,False,False,False,False,False,True,False,2008-02-23
Wynn the Wind Channeler,effect,Effect Monster,Spellcaster,0.20,0.08,91,True,False,False,False,False,False,False,False,True,2019-11-21
Wynn the Wind Charmer,effect,Flip Effect Monster,Spellcaster,0.06,0.13,18,False,False,False,False,False,False,False,False,False,2005-02-24
"Wynn the Wind Charmer, Verdant",link,Link Monster,Spellcaster,0.26,0.15,90,True,False,False,False,False,False,False,False,True,2019-04-13
X-Head Cannon,normal,Normal Monster,Machine,0.09,0.20,26,False,False,False,False,False,False,False,False,False,2002-07-18
X-Krawler Neurogos,link,Link Monster,Insect,0.12,0.34,76,False,False,False,False,False,True,True,False,False,2017-07-08
X-Krawler Qualiark,link,Link Monster,Insect,0.20,0.41,87,False,False,False,False,False,True,True,False,False,2017-07-08
X-Krawler Synaphysis,link,Link Monster,Insect,0.08,0.39,72,False,False,False,False,False,True,True,False,False,2017-07-08
X-Saber Airbellum,effect,Tuner Monster,Beast,0.24,0.56,21,False,False,False,False,False,False,False,False,False,2008-04-12
X-Saber Anu Piranha,normal,Normal Monster,Warrior,0.15,0.63,28,False,False,False,False,False,False,False,False,False,2008-06-24
X-Saber Axel,effect,Effect Monster,Beast-Warrior,0.13,0.16,22,False,False,False,False,False,False,False,True,False,2008-04-12
X-Saber Galahad,effect,Effect Monster,Warrior,0.16,0.20,55,False,False,True,False,False,False,False,False,False,2008-06-24
X-Saber Palomuro,effect,Tuner Monster,Reptile,0.10,0.17,29,False,False,False,False,False,False,False,True,False,2008-06-24
X-Saber Pashuul,effect,Tuner Monster,Warrior,0.20,0.18,34,False,False,False,False,False,False,False,False,False,2008-06-24
X-Saber Souza,synchro,Synchro Monster,Warrior,0.37,0.19,59,False,False,False,False,False,False,False,False,False,2010-10-21
X-Saber Urbellum,synchro,Synchro Monster,Warrior,0.02,0.31,39,False,False,False,False,False,False,False,False,False,2008-04-12
X-Saber Uruz,effect,Effect Monster,Beast-Warrior,0.11,0.16,32,False,False,False,False,False,False,False,True,False,2012-06-01
X-Saber Wayne,synchro,Synchro Monster,Warrior,0.19,0.46,28,False,False,False,False,False,False,False,False,False,2008-06-24
Xeno Meteorus,effect,Tuner Monster,Dinosaur,0.00,1.63,82,False,False,False,False,False,False,False,False,True,2023-03-18
Xiangke Magician,effect_pendulum,Pendulum Effect Monster,Spellcaster,0.46,0.71,79,False,False,True,False,False,False,True,False,True,2015-04-25
Xiangsheng Magician,effect_pendulum,Pendulum Effect Monster,Spellcaster,0.23,0.27,112,False,False,False,False,False,False,True,False,True,2015-04-25
Xing Zhen Hu,trap,Trap Card,Continuous,0.18,0.27,21,False,False,False,False,False,False,False,False,False,2004-08-05
Xing Zhen Hu Replica,trap,Trap Card,Continuous,0.28,0.21,24,False,False,False,False,False,False,False,False,False,2010-11-13
Xtra HERO Cross Crusader,link,Link Monster,Warrior,0.66,1.26,75,True,False,False,False,False,True,False,False,True,2019-01-12
Xtra HERO Dread Decimator,link,Link Monster,Warrior,1.65,1.52,37,False,False,False,False,False,True,False,False,False,2018-11-23
Xtra HERO Infernal Devicer,link,Link Monster,Fiend,3.57,8.05,87,True,False,False,False,False,False,False,False,True,2019-11-23
Xtra HERO Wonder Driver,link,Link Monster,Warrior,2.87,2.88,93,False,False,False,False,False,True,False,True,True,2018-03-10
XX-clusion,trap,Trap Card,Counter,0.06,0.05,32,False,False,True,False,False,False,False,False,False,2022-01-15
XX-Saber Boggart Knight,effect,Effect Monster,Beast-Warrior,0.18,1.17,37,False,False,False,False,False,False,False,False,False,2011-09-17
XX-Saber Darksoul,effect,Effect Monster,Beast,0.30,0.37,32,True,False,False,False,False,False,False,True,False,2011-09-17
XX-Saber Emmersblade,effect,Effect Monster,Insect,1.66,0.69,26,False,False,False,False,False,False,False,True,False,2010-09-18
XX-Saber Faultroll,effect,Effect Monster,Warrior,1.17,5.33,47,False,False,False,False,False,False,False,False,True,2009-04-18
XX-Saber Fulhelmknight,effect,Tuner Monster,Warrior,0.44,0.31,58,False,False,True,False,False,False,False,False,False,2010-09-18
XX-Saber Gardestrike,effect,Effect Monster,Beast-Warrior,0.87,1.03,24,False,False,False,False,False,False,False,False,False,2010-09-18
XX-Saber Garsem,effect,Effect Monster,Beast,0.21,0.22,39,True,False,False,False,False,False,False,True,False,2009-11-14
XX-Saber Gottoms,synchro,Synchro Monster,Beast-Warrior,5.36,4.36,23,False,False,False,False,False,False,False,False,False,2009-04-18
XX-Saber Hyunlei,synchro,Synchro Monster,Warrior,4.82,21.33,30,False,False,False,False,False,False,False,False,False,2009-11-14
XX-Saber Ragigura,effect,Effect Monster,Beast-Warrior,0.13,0.28,20,True,False,False,False,False,False,False,False,False,2009-04-18
XY-Dragon Cannon,fusion,Fusion Monster,Machine,0.21,0.49,50,False,True,False,False,False,False,False,False,False,2002-07-18
Xyz Agent,effect,Effect Monster,Spellcaster,0.07,0.14,40,False,False,False,False,False,False,False,False,False,2013-04-20
Xyz Armor Fortress,xyz,XYZ Monster,Machine,0.21,0.22,96,True,False,False,False,False,False,False,False,True,2023-07-22
Xyz Armor Torpedo,xyz,XYZ Monster,Warrior,0.20,0.26,92,False,False,True,False,False,False,False,False,True,2023-07-22
